food_name,category,calories_kcal,carbs_g,protein_g,fat_g,fiber_g,sodium_mg,cluster
토스트(식빵),빵 및 과자류,193,36,6,3,2,322,3
트위스터 샌드위치,빵 및 과자류,213,13,14,11,1,472,0
파운드케이크,빵 및 과자류,384,45,6,20,1,202,0
햄샌드위치,빵 및 과자류,383,39,11,21,3,664,0
간자장,면 및 만두류,1240,208,43,22,14,2760,5
간자장(해물),면 및 만두류,1336,201,61,28,14,3363,5
국수,면 및 만두류,501,79,22,9,2,2450,2
국수(열무김치),면 및 만두류,472,78,18,8,4,1584,2
냉면(물냉면),면 및 만두류,749,143,28,5,6,1537,5
떡국(굴),면 및 만두류,540,100,24,8,9,1782,2
떡국(달걀),면 및 만두류,510,107,13,4,1,1068,2
떡국(소고기 달걀),면 및 만두류,522,95,20,7,2,1302,2
떡국(모듬),면 및 만두류,516,103,16,5,3,1224,2
떡만두국(고기만두),면 및 만두류,540,91,20,10,7,1014,2
떡만두국(김치만두),면 및 만두류,522,87,19,11,7,1392,2
라면,면 및 만두류,466,72,9,15,4,342,2
라면(김치),면 및 만두류,646,94,16,22,7,828,2
라면(달걀),면 및 만두류,610,84,17,21,5,462,2
오징어 덮밥(채소),밥류,819,130,46,12,9,1233,5
옥수수밥,밥류,508,110,9,2,2,18,2
완두콩밥,밥류,285,61,6,1,1,2,2
유부 초밥,밥류,597,81,17,21,2,402,2
육회비빔밥,밥류,805,124,27,20,6,539,5
장어 덮밥,밥류,475,75,18,10,2,400,2
장어 초밥,밥류,475,75,18,10,2,400,2
팥밥,밥류,350,74,8,1,3,2,2
해물 덮밥,밥류,446,81,22,2,3,389,2
혼합잡곡밥,밥류,295,64,6,1,1,5,2
계란빵,빵 및 과자류,237,41,9,3,1,290,3
츄러스,빵 및 과자류,259,43,6,6,1,424,3
피자,빵 및 과자류,321,44,16,10,3,376,0
햄버거(돼지고기),빵 및 과자류,428,41,19,20,3,857,0
햄버거(치킨),빵 및 과자류,450,51,27,15,13,970,0
호떡,빵 및 과자류,153,21,3,6,0,2,3
감자샐러드 샌드위치,빵 및 과자류,410,51,12,18,4,825,2
소고기 샌드위치,빵 및 과자류,508,49,17,27,3,820,0
메기 매운탕,찌개 및 전골류,448,56,30,11,7,2006,2
회덮밥(참치),밥류,618,101,28,10,5,480,2
흑미밥,밥류,360,77,7,1,2,3,2
강낭콩밥,밥류,333,73,7,0,2,6,2
검정콩밥,밥류,340,69,8,2,3,2,2
굴 국밥,밥류,510,103,13,3,4,1165,2
굴밥,밥류,610,107,22,10,5,630,2
김치 볶음밥(모듬),밥류,416,69,12,9,5,486,2
낙지 덮밥,밥류,828,139,40,12,10,1683,5
낙지 비빔밥,밥류,792,132,39,12,9,1584,5
닭고기 덮밥,밥류,509,94,25,2,3,383,2
돼지머리국밥,밥류,582,102,17,9,4,1157,2
모듬 김밥,밥류,452,70,17,11,5,736,2
모듬 초밥,밥류,463,70,24,8,1,965,2
무밥,밥류,436,90,9,3,3,487,2
버섯 덮밥,밥류,578,106,15,9,5,360,2
비빔 잡곡밥,밥류,414,77,11,6,6,279,2
소고기 국밥,밥류,534,101,19,5,4,1003,2
양송이 덮밥,밥류,532,112,11,4,4,263,2
열무 비빔밥,밥류,504,101,15,3,5,672,2
잡곡밥(현미),밥류,396,84,9,1,3,9,2
잡채밥,밥류,646,112,18,12,4,463,2
잡탕밥,밥류,632,102,30,10,4,484,2
주먹밥,밥류,393,74,7,6,2,306,2
주먹밥(배추김치),밥류,339,67,8,4,3,461,2
주먹밥(참치),밥류,393,63,14,8,2,450,2
짜장밥,밥류,484,81,15,10,5,936,2
짬뽕밥,밥류,647,102,30,11,8,1199,2
차조밥,밥류,360,77,7,1,2,3,2
참치덮밥,밥류,626,92,34,12,6,1978,2
참치회덮밥(양념장),밥류,456,73,28,5,4,528,2
충무김밥,밥류,419,77,11,6,4,608,2
카레라이스(돼지고기),밥류,540,94,17,10,5,456,2
카레라이스(소고기),밥류,646,110,15,14,4,1705,2
카레라이스(채소),밥류,618,123,14,8,7,611,2
콩나물 국밥,밥류,498,89,22,6,6,481,2
콩나물밥(돼지고기),밥류,521,98,19,5,4,509,2
현미밥,밥류,360,77,7,1,2,3,2
볶음밥(참치),밥류,612,84,34,14,4,1127,2
볶음밥(채소),밥류,345,64,9,5,3,321,2
볶음밥(해물),밥류,530,77,27,11,3,700,2
볶음밥(맛살),밥류,536,97,14,8,3,972,2
비빔밥,밥류,705,94,24,25,5,710,2
비빔밥(묵 양념장),밥류,557,95,18,12,7,1537,2
비빔밥(참치 양념장),밥류,600,97,29,11,6,1152,2
삼각김밥,밥류,175,29,5,4,1,169,3
수수밥,밥류,427,91,8,1,3,4,2
알밥,밥류,430,78,12,7,4,755,2
영양돌솥밥,밥류,416,89,9,2,3,7,2
오곡밥,밥류,397,82,9,2,4,339,2
오므라이스,밥류,526,77,16,15,3,950,2
우럭회덮밥(양념장),밥류,502,86,26,6,6,480,2
율무밥,밥류,319,69,6,0,0,5,2
잡곡밥,밥류,328,68,8,2,3,2,2
잡곡밥(보리),밥류,411,86,9,2,4,3,2
잡곡밥(보리 흑미),밥류,405,85,9,2,3,3,2
잡곡밥(서리태),밥류,402,82,10,2,4,3,2
김밥(참치),밥류,512,70,21,16,4,700,2
김밥(참치 고추),밥류,476,66,18,15,5,544,2
김밥(참치 김치),밥류,500,62,22,18,4,752,2
김밥(채소),밥류,408,72,14,6,4,612,2
김밥(치즈),밥류,488,75,18,12,4,884,2
김밥(고추),밥류,376,66,13,7,5,608,2
김밥(샐러리),밥류,510,77,11,16,4,1000,2
넙치(광어)회덮밥(양념장),밥류,393,64,22,5,4,434,2
누룽지,밥류,522,115,9,0,6,6,2
돌솥 비빔밥,밥류,581,100,20,10,6,535,2
돌솥 비빔밥(양념장),밥류,473,77,15,11,5,638,2
묵밥,밥류,420,78,16,4,6,558,2
보리밥,밥류,351,76,8,1,5,3,2
볶음밥(계란),밥류,492,79,17,10,4,333,2
볶음밥(김치 돼지고기),밥류,482,82,15,9,4,372,2
볶음밥(돼지고기),밥류,521,82,18,11,3,645,2
볶음밥(배추김치 참치),밥류,536,74,26,13,5,979,2
볶음밥(새우),밥류,504,74,23,11,3,686,2
볶음밥(소고기),밥류,504,81,11,13,3,451,2
커피(카페모카),음료 및 차류,72,10,3,2,0,29,3
커피(카푸치노),음료 및 차류,54,3,3,3,0,33,3
고구마(밤고구마 삶은것),"곡류, 서류 제품",132,30,2,0,3,79,3
팝콘,"곡류, 서류 제품",511,58,8,27,10,500,2
팝콘(카라멜),"곡류, 서류 제품",479,70,6,20,6,105,2
달걀(삶은것),수·조·어·육류,150,1,13,11,0,127,3
달걀(삶은것 노른자),수·조·어·육류,358,1,16,32,0,46,0
달걀(삶은것 흰자),수·조·어·육류,48,0,11,0,0,186,3
대구포,수·조·어·육류,141,2,32,0,1,3876,0
계란 덮밥,밥류,507,82,15,11,2,315,2
곤드레밥,밥류,620,134,11,5,22,45,2
기장밥,밥류,329,70,6,1,2,3,2
김밥(계란),밥류,388,57,17,9,4,596,2
김밥(김치),밥류,436,77,14,7,6,936,2
김밥(날치알),밥류,416,69,17,8,4,1012,2
김밥(돈가스),밥류,592,78,18,23,5,900,2
김밥(멸치 고추),밥류,488,82,22,7,6,1120,2
김밥(샐러드),밥류,468,73,14,13,6,632,2
김밥(소고기),밥류,432,68,16,10,4,668,2
과ㆍ채주스(딸기 바나나),음료 및 차류,54,11,1,1,0,14,3
과ㆍ채주스(사과 당근),음료 및 차류,38,9,0,0,0,15,3
과ㆍ채주스(해독주스 착즙형),음료 및 차류,44,11,0,0,0,11,3
과ㆍ채주스(혼합과일 주스),음료 및 차류,59,13,1,0,0,15,3
라떼(그린티),음료 및 차류,76,10,3,3,0,29,3
라떼(바닐라),음료 및 차류,72,8,3,3,0,34,3
레몬청차,음료 및 차류,60,15,0,0,0,3,3
밀크티(블랙),음료 및 차류,49,5,1,3,0,15,3
밀크티(초콜릿),음료 및 차류,76,10,1,4,1,12,3
밀크티(타로),음료 및 차류,102,12,0,6,0,18,3
밀크티(흑당),음료 및 차류,94,15,2,3,1,55,3
식혜,음료 및 차류,130,24,2,3,0,3,3
액상커피(커피가루 설탕 크림(중량12g)),음료 및 차류,51,10,0,1,0,5,3
액상커피(커피가루 설탕(중량2.7g)),음료 및 차류,17,4,0,0,0,0,3
액상커피(커피가루(중량1g)),음료 및 차류,4,1,0,0,0,0,3
커피(달고나커피),음료 및 차류,111,14,2,5,0,49,3
커피(아메리카노),음료 및 차류,4,1,0,0,0,2,3
커피(카라멜마끼아토),음료 및 차류,81,9,2,4,0,29,3
커피(카페라떼),음료 및 차류,57,3,3,4,0,30,3
게장(양념),젓갈류,111,8,12,3,1,607,3
명란젓(양념),젓갈류,147,4,18,7,1,2044,3
조개젓(양념),젓갈류,103,13,9,2,2,3040,3
고추장아찌,장아찌·절임류,124,31,2,1,4,2026,3
마늘쫑장아찌,장아찌·절임류,118,27,2,0,5,1410,3
마늘쫑장아찌(간장),장아찌·절임류,30,5,1,0,1,814,3
마늘쫑장아찌(고추장),장아찌·절임류,55,10,1,1,2,708,3
매실장아찌,장아찌·절임류,73,17,0,0,1,338,3
무장아찌,장아찌·절임류,24,5,0,0,0,880,3
오이지,장아찌·절임류,29,3,1,2,2,2370,3
소스/드레싱(간편조리세트 오야꼬동 (밥제외)),"장류, 양념류",891,59,69,43,7,4070,4
카레소스(간편조리세트 키마카레&치즈키마카레),"장류, 양념류",525,23,35,32,4,1019,4
밀크쉐이크(바닐라),유제품류 및 빙과류,113,17,2,4,0,51,3
빙수(인절미 우유얼음),유제품류 및 빙과류,141,20,6,4,2,63,3
빙수(팥 우유얼음),유제품류 및 빙과류,146,31,3,1,1,51,3
아이스크림(썬대),유제품류 및 빙과류,196,30,3,7,0,79,3
우유(딸기),유제품류 및 빙과류,73,11,2,2,0,23,3
과ㆍ채주스(당근),음료 및 차류,29,7,0,0,1,29,3
동치미,김치류,11,2,0,0,0,472,3
배추김치,김치류,38,6,2,0,2,551,3
배추김치(가을재배),김치류,37,6,2,1,4,548,3
배추김치(봄재배),김치류,39,6,2,1,3,626,3
배추김치(여름재배),김치류,38,7,2,0,4,606,3
백김치,김치류,16,3,1,0,1,395,3
부추김치,김치류,71,8,3,3,2,670,3
얼갈이배추김치,김치류,30,4,2,1,3,581,3
열무김치,김치류,36,6,2,0,2,583,3
열무물김치,김치류,18,3,1,0,0,493,3
열무얼갈이김치,김치류,18,3,1,0,1,340,3
오이소박이,김치류,37,7,2,0,3,302,3
유채김치,김치류,62,10,4,1,0,926,3
유채물김치,김치류,17,3,1,0,0,452,3
총각김치,김치류,42,8,2,0,2,630,3
파김치,김치류,49,9,2,1,4,655,3
게장(간장),젓갈류,88,4,12,2,0,910,3
물만두,면 및 만두류,322,37,21,9,4,357,0
밴댕이무침,생채·무침류,600,46,30,33,16,1028,4
부추무침(부추만),생채·무침류,70,12,3,1,3,780,3
상추 겉절이,생채·무침류,64,6,2,3,2,550,3
샐러드(간편조리세트 콥샐러드&시저드레싱),생채·무침류,627,22,43,41,4,1648,4
샐러드(고구마),생채·무침류,185,27,2,8,3,125,3
샐러드(양배추 코올슬로),생채·무침류,153,15,1,10,1,203,3
쑥갓나물무침,생채·무침류,96,7,4,6,5,710,3
오이생채,생채·무침류,50,8,1,1,2,404,3
오이생채(오이만),생채·무침류,51,7,2,2,1,498,3
탕평채,생채·무침류,97,12,4,4,2,260,3
파무침,생채·무침류,82,11,2,3,3,502,3
홍어무침,생채·무침류,198,26,18,3,6,802,3
회무침(서대),생채·무침류,315,46,23,5,8,1200,0
갓김치,김치류,37,7,3,0,3,720,3
고들빼기김치,김치류,56,11,2,1,2,742,3
깍두기,김치류,20,4,1,0,0,262,3
깻잎김치,김치류,83,12,3,2,4,836,3
물냉면(열무),면 및 만두류,549,95,27,5,8,2462,2
미나리나물,나물·숙채류,30,2,1,2,1,150,3
세발나물무침,나물·숙채류,78,7,3,4,4,701,3
우거지나물무침,나물·숙채류,129,9,4,9,8,772,3
취나물무침,나물·숙채류,74,3,1,6,3,282,3
골뱅이무침,생채·무침류,109,16,7,2,3,526,3
냉채(해파리),생채·무침류,92,13,6,1,2,508,3
노각무침,생채·무침류,84,14,3,2,4,818,3
단무지무침,생채·무침류,20,3,0,1,1,429,3
달래무침,생채·무침류,136,24,4,3,6,867,3
더덕무침,생채·무침류,216,43,4,3,7,1246,3
도라지생채,생채·무침류,119,25,3,1,4,522,3
무말랭이무침,생채·무침류,131,29,2,1,7,1073,3
묵무침(도토리묵),생채·무침류,46,10,0,0,0,124,3
묵무침(청포묵),생채·무침류,150,23,3,5,4,725,3
물회,생채·무침류,532,55,34,19,15,2093,0
물회(생선),생채·무침류,576,82,34,12,11,2776,2
미역초무침,생채·무침류,63,13,2,0,2,597,3
배추 겉절이,생채·무침류,43,7,2,1,2,581,3
라조기,튀김류,398,26,21,24,2,648,0
멘보샤,튀김류,289,13,11,22,2,696,0
미꾸라지튀김,튀김류,387,29,11,25,3,324,0
복어튀김,튀김류,320,23,14,19,2,284,0
북어강정(고추장양념),튀김류,379,26,19,22,1,709,0
생선까스,튀김류,654,47,24,41,3,788,4
양파링튀김,튀김류,411,44,4,25,2,776,0
쥐포튀김,튀김류,357,42,10,16,1,717,0
치즈볼,튀김류,333,29,10,20,0,532,0
치즈스틱,튀김류,329,21,13,22,0,596,0
치킨가스,튀김류,592,44,28,34,3,780,4
탕수육(간편조리세트 김치피자탕수육),튀김류,1793,162,98,84,18,3152,1
난자완스,튀김류,346,19,22,20,3,704,0
고구마줄기나물,나물·숙채류,97,6,2,7,3,473,3
깻잎나물,나물·숙채류,146,6,4,11,4,416,3
깻잎나물볶음,나물·숙채류,206,12,8,14,10,1042,3
머위나물무침,나물·숙채류,85,2,2,8,2,452,3
물냉면,면 및 만두류,749,142,28,6,6,1568,5
김말이튀김,튀김류,292,46,3,11,1,690,3
깐풍새우,튀김류,240,21,8,14,2,531,3
닭모래집튀김,튀김류,468,29,28,27,1,322,0
닭튀김,튀김류,903,49,65,50,4,1245,4
닭튀김(다리(넓적다리)),튀김류,277,9,22,17,0,288,0
닭튀김(다리(아랫다리)),튀김류,268,8,22,16,0,269,0
닭튀김(닭가슴살),튀김류,252,20,21,10,0,60,0
닭튀김(목),튀김류,330,9,20,24,0,276,0
닭튀김(살코기),튀김류,289,9,23,17,0,292,0
닭튀김(너겟),튀김류,332,17,15,23,1,516,0
닭튀김(양념),튀김류,552,42,36,27,2,806,4
돈가스(간편조리세트 부타이로스카츠 (통등심돈가스)),튀김류,836,34,46,57,1,1027,4
돈가스,튀김류,280,16,14,18,0,343,0
돈가스(고구마),튀김류,317,23,12,20,2,288,0
돈가스(돼지등심),튀김류,624,38,33,38,2,574,4
돈가스(돼지안심),튀김류,652,34,33,42,2,552,4
돈가스(치즈),튀김류,755,42,42,47,3,870,4
모밀국수,면 및 만두류,344,72,10,1,2,1020,2
주꾸미삼겹살,볶음류,161,11,10,9,2,280,3
해물볶음,볶음류,420,32,38,15,9,1756,0
가자미조림,조림류,297,22,37,7,5,1692,0
고등어조림,조림류,108,5,8,6,1,411,3
고추조림,조림류,111,13,3,5,4,779,3
닭볶음탕(간편조리세트 곱도리탕),조림류,1342,133,84,53,17,4502,1
동태조림,조림류,275,17,41,5,4,1392,0
북어조림,조림류,182,17,21,3,2,766,0
연근조림,조림류,261,60,2,1,4,668,3
장조림(돼지고기 메추리알),조림류,64,3,8,2,0,583,3
장조림(소고기 메추리알),조림류,60,3,8,2,0,602,3
장조림(우엉),조림류,149,34,2,0,4,1092,3
조기조림,조림류,384,13,41,19,6,1770,0
콩조림(콩자반),조림류,271,39,19,4,16,1067,0
감자튀김(간편조리세트 몬스터 치즈 프라이),튀김류,1579,128,33,104,11,1961,1
고구마맛탕,튀김류,492,95,3,11,9,76,2
고구마튀김,튀김류,253,34,3,12,2,148,3
고추튀김,튀김류,202,15,8,13,2,249,3
만두탕수,면 및 만두류,428,50,13,20,8,1449,2
멸치볶음(풋고추),볶음류,52,3,5,2,0,276,3
미역줄기볶음,볶음류,89,4,1,8,3,857,3
버섯볶음(양송이버섯),볶음류,136,11,4,8,4,514,3
버섯볶음(표고버섯),볶음류,142,16,4,7,9,574,3
소고기볶음(간편조리세트 차돌박이숙주볶음),볶음류,712,24,27,57,5,1096,4
소시지볶음,볶음류,472,32,19,30,2,1436,0
순대볶음(간편조리세트 매콤 깻잎 순대볶음),볶음류,961,130,17,41,11,3318,5
순대볶음(간편조리세트 신림동 백순대볶음),볶음류,1707,171,37,97,13,2992,1
순대볶음,볶음류,584,77,21,21,10,1500,2
순대볶음(백순대),볶음류,196,22,4,10,4,443,3
오징어볶음,볶음류,120,10,10,4,2,403,3
오징어채볶음,볶음류,275,30,22,8,1,975,0
잔멸치볶음,볶음류,330,27,35,9,0,2096,0
잡채(간편조리세트 소고기 버섯 잡채),볶음류,538,102,11,9,5,1772,2
잡채(고추),볶음류,256,26,11,12,4,828,0
주꾸미볶음,볶음류,212,23,18,5,4,918,0
곱창볶음(돼지껍데기),볶음류,352,24,26,17,3,780,0
김치볶음(김치만),볶음류,132,7,3,10,3,782,3
느타리버섯볶음,볶음류,87,8,4,5,4,453,3
닭모래집볶음,볶음류,176,3,28,6,0,364,0
닭볶음(닭갈비)(간편조리세트 모짜렐라 치즈 닭갈비),볶음류,1293,119,100,47,16,4077,1
닭볶음(닭갈비)(간편조리세트 치즈 품은 닭갈비),볶음류,1574,177,93,55,17,4546,1
닭볶음(닭갈비)(간편조리세트 치즈이불 닭갈비),볶음류,1317,118,93,53,11,3366,1
닭볶음(닭갈비),볶음류,596,45,46,26,11,1536,4
돼지고기볶음(간편조리세트 돼지고기 숙주 볶음),볶음류,942,59,48,57,7,2275,4
돼지고기볶음,볶음류,350,18,23,21,3,1052,0
두부김치,볶음류,288,14,19,17,10,990,0
떡볶이(간편조리세트 달콤짭짤 궁중식 떡볶이),볶음류,1446,208,46,48,8,3170,5
떡볶이(간편조리세트 떡볶이 보통맛),볶음류,1554,255,38,42,14,3899,5
떡볶이(간편조리세트 소불고기궁중떡볶이),볶음류,951,163,44,14,8,2499,5
떡볶이(간편조리세트 호로록 로제 떡볶이),볶음류,2024,333,48,56,26,5478,1
떡볶이(치즈),볶음류,164,29,6,3,0,397,3
마파두부(간편조리세트 백리향 마파두부),볶음류,957,34,55,67,7,2716,4
머위나물볶음,볶음류,108,8,3,7,5,718,3
생선전(동태),전·적 및 부침류,268,11,23,15,3,702,0
소고기산적,전·적 및 부침류,454,7,48,26,3,1392,4
소라산적,전·적 및 부침류,120,6,18,3,0,397,3
스크램블드에그,전·적 및 부침류,149,2,10,11,0,145,3
오징어산적,전·적 및 부침류,102,4,17,2,0,477,3
완자전(소고기(동그랑땡/육원전)),전·적 및 부침류,309,13,20,20,3,554,0
채소전,전·적 및 부침류,194,22,5,10,3,322,3
파전,전·적 및 부침류,292,35,7,14,6,346,3
해물파전(간편조리세트 모둠해물파전),전·적 및 부침류,2726,230,91,161,17,3924,1
햄부침,전·적 및 부침류,244,11,11,17,1,716,0
호박전,전·적 및 부침류,208,16,6,13,6,278,3
홍합산적,전·적 및 부침류,157,11,18,5,1,720,3
화양적,전·적 및 부침류,273,21,14,15,8,796,0
감바스(간편조리세트 감바스 알 아히요),볶음류,1436,122,74,73,12,5269,1
감자볶음(감자만),볶음류,134,16,2,7,2,353,3
고추잡채(간편조리세트 고추잡채 꽃빵키트),볶음류,934,125,38,31,9,1106,5
황태구이,구이류,438,27,48,15,3,1136,0
훈제오리,구이류,798,12,43,64,1,1220,4
고추전,전·적 및 부침류,274,17,13,17,7,362,0
굴전,전·적 및 부침류,195,14,11,10,2,326,3
깻잎전,전·적 및 부침류,362,15,18,26,4,480,0
꼬치구치(낙지),전·적 및 부침류,75,3,13,1,0,207,3
녹두빈대떡,전·적 및 부침류,208,21,8,10,4,232,3
달걀말이(달걀만),전·적 및 부침류,210,5,13,15,0,328,0
달걀말이(채소),전·적 및 부침류,183,5,11,13,0,297,3
동태전,전·적 및 부침류,195,6,16,12,0,318,0
두부부침,전·적 및 부침류,144,3,12,9,0,132,3
두부전,전·적 및 부침류,255,8,20,16,4,316,0
미나리전,전·적 및 부침류,226,34,5,8,3,249,3
배추전,전·적 및 부침류,240,36,5,9,4,327,3
버섯전,전·적 및 부침류,240,16,11,15,5,314,0
새우전,전·적 및 부침류,188,12,10,11,1,349,3
생선전(가자미),전·적 및 부침류,231,7,26,11,1,819,0
마늘장아찌,장아찌·절임류,113,25,2,0,2,1127,3
돼지불고기(간편조리세트 매콤 콩나물불고기),구이류,997,72,55,54,7,2140,4
돼지불고기(삼겹살 오징어),구이류,364,20,26,20,4,886,0
막창구이(소고기),구이류,358,0,15,33,0,162,0
소불고기,구이류,372,13,21,26,1,936,0
스테이크(간편조리세트 그레이프 소스 스테이크),구이류,730,40,53,40,10,692,4
